housing_median_age,total_rooms,population,ocean_proximity,AGE,STAR,POPULATION_STATUS
46,1777,805,NEAR BAY,OLD,5-STAR,MEDIUM
52,2803,1372,NEAR BAY,OLD,5-STAR,OVER
30,1465,862,NEAR BAY,ADULT,5-STAR,MEDIUM
37,2619,1152,NEAR BAY,ADULT,5-STAR,OVER
52,1149,483,NEAR BAY,OLD,5-STAR,SMALL
52,2363,1558,NEAR BAY,OLD,5-STAR,OVER
52,2604,1798,NEAR BAY,OLD,5-STAR,OVER
41,685,266,NEAR BAY,ADULT,3-STAR,SMALL
42,1756,2184,NEAR BAY,ADULT,5-STAR,OVER
52,1204,2016,NEAR BAY,OLD,5-STAR,OVER
52,609,1349,NEAR BAY,OLD,3-STAR,OVER
52,1087,3337,NEAR BAY,OLD,5-STAR,OVER
52,2773,1721,NEAR BAY,OLD,5-STAR,OVER
35,3218,1675,NEAR BAY,ADULT,7-STAR,OVER
49,1350,707,NEAR BAY,OLD,5-STAR,MEDIUM
52,3084,1424,NEAR BAY,OLD,7-STAR,OVER
52,938,393,NEAR BAY,OLD,3-STAR,SMALL
52,1813,828,NEAR BAY,OLD,5-STAR,MEDIUM
52,1233,571,NEAR BAY,OLD,5-STAR,SMALL
44,2539,1382,NEAR BAY,ADULT,5-STAR,OVER
46,1267,792,NEAR BAY,OLD,5-STAR,MEDIUM
52,1665,815,NEAR BAY,OLD,5-STAR,MEDIUM
52,1659,788,NEAR BAY,OLD,5-STAR,MEDIUM
52,2225,1145,NEAR BAY,OLD,5-STAR,OVER
50,2485,1354,NEAR BAY,OLD,5-STAR,OVER
52,2031,958,NEAR BAY,OLD,5-STAR,MEDIUM
49,2932,1361,NEAR BAY,OLD,5-STAR,OVER
52,2246,1005,NEAR BAY,OLD,5-STAR,OVER
49,2052,924,NEAR BAY,OLD,5-STAR,MEDIUM
52,1999,780,NEAR BAY,OLD,5-STAR,MEDIUM
52,3007,1582,NEAR BAY,OLD,7-STAR,OVER
41,2214,1213,NEAR BAY,ADULT,5-STAR,OVER
52,1088,486,NEAR BAY,OLD,5-STAR,SMALL
52,834,494,NEAR BAY,OLD,3-STAR,SMALL
52,1769,849,NEAR BAY,OLD,5-STAR,MEDIUM
52,2307,1127,NEAR BAY,OLD,5-STAR,OVER
35,5161,3276,NEAR BAY,ADULT,7-STAR,OVER
52,3497,1493,NEAR BAY,OLD,7-STAR,OVER
52,3774,1461,NEAR BAY,OLD,7-STAR,OVER
52,2888,1253,NEAR BAY,OLD,5-STAR,OVER
48,2153,1656,NEAR BAY,OLD,5-STAR,OVER
52,1389,514,NEAR BAY,OLD,5-STAR,SMALL
52,1709,719,NEAR BAY,OLD,5-STAR,MEDIUM
52,1587,878,NEAR BAY,OLD,5-STAR,MEDIUM
52,1668,517,NEAR BAY,OLD,5-STAR,SMALL
52,3726,1366,NEAR BAY,OLD,7-STAR,OVER
52,4048,1316,NEAR BAY,OLD,7-STAR,OVER
52,3618,1508,NEAR BAY,OLD,7-STAR,OVER
52,4076,1800,NEAR BAY,OLD,7-STAR,OVER
47,2077,719,NEAR BAY,OLD,5-STAR,MEDIUM
50,1279,675,NEAR BAY,OLD,5-STAR,MEDIUM
52,1974,875,NEAR BAY,OLD,5-STAR,MEDIUM
52,335,152,NEAR BAY,OLD,3-STAR,SMALL
47,1375,843,NEAR BAY,OLD,5-STAR,MEDIUM
52,610,281,NEAR BAY,OLD,3-STAR,SMALL
44,1025,506,NEAR BAY,ADULT,5-STAR,SMALL
48,2063,1054,NEAR BAY,OLD,5-STAR,OVER
35,1872,1017,NEAR BAY,ADULT,5-STAR,OVER
52,3108,1623,NEAR BAY,OLD,7-STAR,OVER
14,7355,3100,NEAR BAY,YOUNG,7-STAR,OVER
52,2990,947,NEAR BAY,OLD,5-STAR,MEDIUM
39,2492,808,NEAR BAY,ADULT,5-STAR,MEDIUM
42,2991,1018,NEAR BAY,ADULT,5-STAR,OVER
52,3242,1001,NEAR BAY,OLD,7-STAR,OVER
52,3051,1005,NEAR BAY,OLD,7-STAR,OVER
52,3494,1192,NEAR BAY,OLD,7-STAR,OVER
52,1757,585,NEAR BAY,OLD,5-STAR,SMALL
52,2449,916,NEAR BAY,OLD,5-STAR,MEDIUM
52,1611,556,NEAR BAY,OLD,5-STAR,SMALL
52,3665,1470,NEAR BAY,OLD,7-STAR,OVER
52,2474,1104,NEAR BAY,OLD,5-STAR,OVER
52,3037,1242,NEAR BAY,OLD,7-STAR,OVER
52,2269,805,NEAR BAY,OLD,5-STAR,MEDIUM
52,1316,378,NEAR BAY,OLD,5-STAR,SMALL
52,1153,481,NEAR BAY,OLD,5-STAR,SMALL
52,772,409,NEAR BAY,OLD,3-STAR,SMALL
52,1711,885,NEAR BAY,OLD,5-STAR,MEDIUM
52,2650,1468,NEAR BAY,OLD,5-STAR,OVER
52,1038,482,NEAR BAY,OLD,5-STAR,SMALL
52,1527,825,NEAR BAY,OLD,5-STAR,MEDIUM
52,859,429,NEAR BAY,OLD,3-STAR,SMALL
52,970,528,NEAR BAY,OLD,3-STAR,SMALL
52,1045,496,NEAR BAY,OLD,5-STAR,SMALL
52,1408,718,NEAR BAY,OLD,5-STAR,MEDIUM
52,1222,630,NEAR BAY,OLD,5-STAR,MEDIUM
45,1169,723,NEAR BAY,ADULT,5-STAR,MEDIUM
13,2020,959,NEAR BAY,YOUNG,5-STAR,MEDIUM
30,4145,3668,NEAR BAY,ADULT,7-STAR,OVER
42,2038,2037,NEAR BAY,ADULT,5-STAR,OVER
29,5154,3741,NEAR BAY,ADULT,7-STAR,OVER
42,1241,821,NEAR BAY,ADULT,5-STAR,MEDIUM
52,1468,870,NEAR BAY,OLD,5-STAR,MEDIUM
27,3997,1901,NEAR BAY,ADULT,7-STAR,OVER
18,2873,1243,NEAR BAY,YOUNG,5-STAR,OVER
50,1487,730,NEAR BAY,OLD,5-STAR,MEDIUM
52,1670,793,NEAR BAY,OLD,5-STAR,MEDIUM
52,2252,1033,NEAR BAY,OLD,5-STAR,OVER
52,1731,872,NEAR BAY,OLD,5-STAR,MEDIUM
52,1710,849,NEAR BAY,OLD,5-STAR,MEDIUM
52,2388,1121,NEAR BAY,OLD,5-STAR,OVER
52,2156,872,NEAR BAY,OLD,5-STAR,MEDIUM
52,1565,637,NEAR BAY,OLD,5-STAR,MEDIUM
52,1704,663,NEAR BAY,OLD,5-STAR,MEDIUM
52,1210,411,NEAR BAY,OLD,5-STAR,SMALL
52,2097,915,NEAR BAY,OLD,5-STAR,MEDIUM
52,1848,921,NEAR BAY,OLD,5-STAR,MEDIUM
43,955,585,NEAR BAY,ADULT,3-STAR,SMALL
43,4329,2086,NEAR BAY,ADULT,7-STAR,OVER
52,3011,1303,NEAR BAY,OLD,7-STAR,OVER
52,1049,374,NEAR BAY,OLD,5-STAR,SMALL
52,2504,979,NEAR BAY,OLD,5-STAR,MEDIUM
52,1846,827,NEAR BAY,OLD,5-STAR,MEDIUM
52,1705,658,NEAR BAY,OLD,5-STAR,MEDIUM
50,1542,654,NEAR BAY,OLD,5-STAR,MEDIUM
45,891,384,NEAR BAY,ADULT,3-STAR,SMALL
27,4051,1499,NEAR BAY,ADULT,7-STAR,OVER
52,2646,1128,NEAR BAY,OLD,5-STAR,OVER
49,2428,1110,NEAR BAY,OLD,5-STAR,OVER
52,2567,1119,NEAR BAY,OLD,5-STAR,OVER
21,7031,2930,NEAR BAY,YOUNG,7-STAR,OVER
25,1914,897,NEAR BAY,YOUNG,5-STAR,MEDIUM
5,18634,7427,NEAR BAY,YOUNG,7-STAR,OVER
31,5785,2973,NEAR BAY,ADULT,7-STAR,OVER
52,2876,1340,NEAR BAY,OLD,5-STAR,OVER
28,6909,2974,NEAR BAY,ADULT,7-STAR,OVER
23,5679,2690,NEAR BAY,YOUNG,7-STAR,OVER
20,1156,583,NEAR BAY,YOUNG,5-STAR,SMALL
12,14316,5781,NEAR BAY,YOUNG,7-STAR,OVER
5,3596,1738,NEAR BAY,YOUNG,7-STAR,OVER
36,3541,1478,NEAR BAY,ADULT,7-STAR,OVER
40,1808,746,NEAR BAY,ADULT,5-STAR,MEDIUM
36,2879,1235,NEAR BAY,ADULT,5-STAR,OVER
26,3204,1411,NEAR BAY,ADULT,7-STAR,OVER
31,3866,1368,NEAR BAY,ADULT,7-STAR,OVER
32,2476,1048,NEAR BAY,ADULT,5-STAR,OVER
35,2211,1004,NEAR BAY,ADULT,5-STAR,OVER
35,2663,1086,NEAR BAY,ADULT,5-STAR,OVER
30,2599,922,NEAR BAY,ADULT,5-STAR,MEDIUM
36,4569,1950,NEAR BAY,ADULT,7-STAR,OVER
25,2973,1413,NEAR BAY,YOUNG,5-STAR,OVER
30,3115,1444,NEAR BAY,ADULT,7-STAR,OVER
31,1843,749,NEAR BAY,ADULT,5-STAR,MEDIUM
31,2053,867,NEAR BAY,ADULT,5-STAR,MEDIUM
27,6740,2723,NEAR BAY,ADULT,7-STAR,OVER
30,1751,731,NEAR BAY,ADULT,5-STAR,MEDIUM
38,1663,781,NEAR BAY,ADULT,5-STAR,MEDIUM
38,3716,1784,NEAR BAY,ADULT,7-STAR,OVER
32,2718,1156,NEAR BAY,ADULT,5-STAR,OVER
39,1420,645,NEAR BAY,ADULT,5-STAR,MEDIUM
37,1893,821,NEAR BAY,ADULT,5-STAR,MEDIUM
33,3906,1912,NEAR BAY,ADULT,7-STAR,OVER
32,3400,1487,NEAR BAY,ADULT,7-STAR,OVER
25,3402,1645,NEAR BAY,YOUNG,7-STAR,OVER
33,4413,2239,NEAR BAY,ADULT,7-STAR,OVER
29,2304,1021,NEAR BAY,ADULT,5-STAR,OVER
36,2350,1105,NEAR BAY,ADULT,5-STAR,OVER
31,5914,2999,NEAR BAY,ADULT,7-STAR,OVER
43,1575,740,NEAR BAY,ADULT,5-STAR,MEDIUM
42,1414,629,NEAR BAY,ADULT,5-STAR,MEDIUM
37,848,314,NEAR BAY,ADULT,3-STAR,SMALL
15,3051,1479,NEAR BAY,YOUNG,7-STAR,OVER
20,4296,1732,NEAR BAY,YOUNG,7-STAR,OVER
52,2898,1338,NEAR BAY,OLD,5-STAR,OVER
52,1071,440,NEAR BAY,OLD,5-STAR,SMALL
51,2619,922,NEAR BAY,OLD,5-STAR,MEDIUM
49,1494,611,NEAR BAY,OLD,5-STAR,MEDIUM
52,2260,994,NEAR BAY,OLD,5-STAR,MEDIUM
52,1394,545,NEAR BAY,OLD,5-STAR,SMALL
52,1028,317,NEAR BAY,OLD,5-STAR,SMALL
45,3758,1573,NEAR BAY,ADULT,7-STAR,OVER
46,2163,925,NEAR BAY,OLD,5-STAR,MEDIUM
49,1699,768,NEAR BAY,OLD,5-STAR,MEDIUM
52,1555,620,NEAR BAY,OLD,5-STAR,MEDIUM
52,1114,425,NEAR BAY,OLD,5-STAR,SMALL
45,1498,1003,NEAR BAY,ADULT,5-STAR,OVER
45,726,519,NEAR BAY,ADULT,3-STAR,SMALL
38,890,481,NEAR BAY,ADULT,3-STAR,SMALL
36,2639,1209,NEAR BAY,ADULT,5-STAR,OVER
35,2562,1398,NEAR BAY,ADULT,5-STAR,OVER
36,361,158,NEAR BAY,ADULT,3-STAR,SMALL
42,3008,1817,NEAR BAY,ADULT,7-STAR,OVER
46,1369,766,NEAR BAY,OLD,5-STAR,MEDIUM
5,1692,814,NEAR BAY,YOUNG,5-STAR,MEDIUM
38,1007,618,NEAR BAY,ADULT,5-STAR,MEDIUM
43,3783,2139,NEAR BAY,ADULT,7-STAR,OVER
37,1507,632,NEAR BAY,ADULT,5-STAR,MEDIUM
36,666,366,NEAR BAY,ADULT,3-STAR,SMALL
10,2229,877,NEAR BAY,YOUNG,5-STAR,MEDIUM
28,2215,830,NEAR BAY,ADULT,5-STAR,MEDIUM
31,1616,739,NEAR BAY,ADULT,5-STAR,MEDIUM
47,1190,540,NEAR BAY,OLD,5-STAR,SMALL
29,4169,2024,NEAR BAY,ADULT,7-STAR,OVER
52,2024,823,NEAR BAY,OLD,5-STAR,MEDIUM
38,1723,711,NEAR BAY,ADULT,5-STAR,MEDIUM
43,2264,931,NEAR BAY,ADULT,5-STAR,MEDIUM
33,1996,686,NEAR BAY,ADULT,5-STAR,MEDIUM
26,2862,1030,NEAR BAY,ADULT,5-STAR,OVER
35,2183,976,NEAR BAY,ADULT,5-STAR,MEDIUM
35,1037,552,NEAR BAY,ADULT,5-STAR,SMALL
25,1134,340,NEAR BAY,YOUNG,5-STAR,SMALL
39,786,288,NEAR BAY,ADULT,3-STAR,SMALL
45,1397,555,NEAR BAY,ADULT,5-STAR,SMALL
45,2315,1006,NEAR BAY,ADULT,5-STAR,OVER
44,1613,776,NEAR BAY,ADULT,5-STAR,MEDIUM
44,1421,609,NEAR BAY,ADULT,5-STAR,MEDIUM
18,5778,2441,NEAR BAY,YOUNG,7-STAR,OVER
27,3094,1364,NEAR BAY,ADULT,7-STAR,OVER
18,3905,2197,NEAR BAY,YOUNG,7-STAR,OVER
43,3046,1333,NEAR BAY,ADULT,7-STAR,OVER
19,3516,1810,NEAR BAY,YOUNG,7-STAR,OVER
36,998,531,NEAR BAY,ADULT,3-STAR,SMALL
36,1464,672,NEAR BAY,ADULT,5-STAR,MEDIUM
17,1463,695,NEAR BAY,YOUNG,5-STAR,MEDIUM
21,4124,2162,NEAR BAY,YOUNG,7-STAR,OVER
17,2380,1216,NEAR BAY,YOUNG,5-STAR,OVER
36,1266,606,NEAR BAY,ADULT,5-STAR,MEDIUM
36,2239,1203,NEAR BAY,ADULT,5-STAR,OVER
38,1571,874,NEAR BAY,ADULT,5-STAR,MEDIUM
38,1246,637,NEAR BAY,ADULT,5-STAR,MEDIUM
36,1501,703,NEAR BAY,ADULT,5-STAR,MEDIUM
36,1468,733,NEAR BAY,ADULT,5-STAR,MEDIUM
36,1118,625,NEAR BAY,ADULT,5-STAR,MEDIUM
36,1097,568,NEAR BAY,ADULT,5-STAR,SMALL
36,1719,836,NEAR BAY,ADULT,5-STAR,MEDIUM
24,1755,952,NEAR BAY,YOUNG,5-STAR,MEDIUM
16,1687,568,NEAR BAY,YOUNG,5-STAR,SMALL
24,2262,1125,NEAR BAY,YOUNG,5-STAR,OVER
5,2087,840,NEAR BAY,YOUNG,5-STAR,MEDIUM
36,1480,796,NEAR BAY,ADULT,5-STAR,MEDIUM
36,1545,863,NEAR BAY,ADULT,5-STAR,MEDIUM
35,2632,1349,NEAR BAY,ADULT,5-STAR,OVER
30,2261,929,NEAR BAY,ADULT,5-STAR,MEDIUM
39,1670,957,NEAR BAY,ADULT,5-STAR,MEDIUM
37,2141,1093,NEAR BAY,ADULT,5-STAR,OVER
27,3337,1489,NEAR BAY,ADULT,7-STAR,OVER
31,3184,1561,NEAR BAY,ADULT,7-STAR,OVER
44,2341,1256,NEAR BAY,ADULT,5-STAR,OVER
30,1197,695,NEAR BAY,ADULT,5-STAR,MEDIUM
34,1131,560,NEAR BAY,ADULT,5-STAR,SMALL
38,1164,632,NEAR BAY,ADULT,5-STAR,MEDIUM
41,3495,1849,NEAR BAY,ADULT,7-STAR,OVER
17,2488,1287,NEAR BAY,YOUNG,5-STAR,OVER
35,2681,1580,NEAR BAY,ADULT,5-STAR,OVER
19,2495,1571,NEAR BAY,YOUNG,5-STAR,OVER
23,1689,828,NEAR BAY,YOUNG,5-STAR,MEDIUM
29,1298,835,NEAR BAY,ADULT,5-STAR,MEDIUM
19,2693,1765,NEAR BAY,YOUNG,5-STAR,OVER
41,746,387,NEAR BAY,ADULT,3-STAR,SMALL
37,2444,1562,NEAR BAY,ADULT,5-STAR,OVER
42,1472,768,NEAR BAY,ADULT,5-STAR,MEDIUM
10,2227,1140,NEAR BAY,YOUNG,5-STAR,OVER
20,200,83,NEAR BAY,YOUNG,3-STAR,SMALL
32,1283,485,<1H OCEAN,ADULT,5-STAR,SMALL
6,2445,1189,NEAR BAY,YOUNG,5-STAR,OVER
21,1307,586,NEAR BAY,YOUNG,5-STAR,SMALL
5,3785,2240,NEAR BAY,YOUNG,7-STAR,OVER
10,2031,867,NEAR BAY,YOUNG,5-STAR,MEDIUM
10,8299,3827,NEAR BAY,YOUNG,7-STAR,OVER
23,7518,3827,NEAR BAY,YOUNG,7-STAR,OVER
36,1815,1280,NEAR BAY,ADULT,5-STAR,OVER
30,5367,2667,NEAR BAY,ADULT,7-STAR,OVER
26,1167,253,NEAR BAY,ADULT,5-STAR,SMALL
26,2607,1401,NEAR BAY,ADULT,5-STAR,OVER
29,493,233,NEAR BAY,ADULT,3-STAR,SMALL
48,1252,673,NEAR BAY,OLD,5-STAR,MEDIUM
41,1382,704,NEAR BAY,ADULT,5-STAR,MEDIUM
43,500,273,NEAR BAY,ADULT,3-STAR,SMALL
29,2333,1120,NEAR BAY,ADULT,5-STAR,OVER
41,1834,1105,NEAR BAY,ADULT,5-STAR,OVER
43,1415,569,NEAR BAY,ADULT,5-STAR,SMALL
37,1352,691,NEAR BAY,ADULT,5-STAR,MEDIUM
37,2116,1109,NEAR BAY,ADULT,5-STAR,OVER
37,1976,1197,NEAR BAY,ADULT,5-STAR,OVER
38,1779,1061,NEAR BAY,ADULT,5-STAR,OVER
34,3659,2479,NEAR BAY,ADULT,7-STAR,OVER
31,1892,1162,NEAR BAY,ADULT,5-STAR,OVER
35,1958,1146,NEAR BAY,ADULT,5-STAR,OVER
40,1553,724,NEAR BAY,ADULT,5-STAR,MEDIUM
37,2412,975,NEAR BAY,ADULT,5-STAR,MEDIUM
36,2110,952,NEAR BAY,ADULT,5-STAR,MEDIUM
45,2179,1159,NEAR BAY,ADULT,5-STAR,OVER
45,2457,1129,NEAR BAY,ADULT,5-STAR,OVER
44,2147,1175,NEAR BAY,ADULT,5-STAR,OVER
43,1676,924,NEAR BAY,ADULT,5-STAR,MEDIUM
35,2976,1424,NEAR BAY,ADULT,5-STAR,OVER
34,3036,1366,NEAR BAY,ADULT,7-STAR,OVER
35,2472,1171,NEAR BAY,ADULT,5-STAR,OVER
36,1487,641,NEAR BAY,ADULT,5-STAR,MEDIUM
38,2012,880,NEAR BAY,ADULT,5-STAR,MEDIUM
37,3342,1635,NEAR BAY,ADULT,7-STAR,OVER
37,3156,1495,NEAR BAY,ADULT,7-STAR,OVER
40,1748,914,NEAR BAY,ADULT,5-STAR,MEDIUM
33,3429,1798,NEAR BAY,ADULT,7-STAR,OVER
42,3592,1625,NEAR BAY,ADULT,7-STAR,OVER
38,1035,599,NEAR BAY,ADULT,5-STAR,SMALL
32,3028,2037,NEAR BAY,ADULT,7-STAR,OVER
33,2431,1854,NEAR BAY,ADULT,5-STAR,OVER
39,2069,1408,NEAR BAY,ADULT,5-STAR,OVER
40,1340,766,NEAR BAY,ADULT,5-STAR,MEDIUM
39,1160,725,NEAR BAY,ADULT,5-STAR,MEDIUM
32,2015,1019,NEAR BAY,ADULT,5-STAR,OVER
22,3882,1830,NEAR BAY,YOUNG,7-STAR,OVER
27,3239,1469,NEAR BAY,ADULT,7-STAR,OVER
28,2932,1198,NEAR BAY,ADULT,5-STAR,OVER
38,2104,1039,NEAR BAY,ADULT,5-STAR,OVER
29,1694,690,NEAR BAY,ADULT,5-STAR,MEDIUM
18,3000,1155,NEAR BAY,YOUNG,5-STAR,OVER
23,2419,1066,NEAR BAY,YOUNG,5-STAR,OVER
28,2280,1255,NEAR BAY,ADULT,5-STAR,OVER
21,5031,2461,NEAR BAY,YOUNG,7-STAR,OVER
33,1547,1063,NEAR BAY,ADULT,5-STAR,OVER
31,3300,2181,NEAR BAY,ADULT,7-STAR,OVER
17,5018,3069,NEAR BAY,YOUNG,7-STAR,OVER
35,1813,1093,NEAR BAY,ADULT,5-STAR,OVER
37,1997,1349,NEAR BAY,ADULT,5-STAR,OVER
37,901,599,NEAR BAY,ADULT,3-STAR,SMALL
35,686,480,NEAR BAY,ADULT,3-STAR,SMALL
33,1954,1293,NEAR BAY,ADULT,5-STAR,OVER
27,2630,1414,NEAR BAY,ADULT,5-STAR,OVER
35,1130,543,NEAR BAY,ADULT,5-STAR,SMALL
35,1184,572,NEAR BAY,ADULT,5-STAR,SMALL
34,656,342,NEAR BAY,ADULT,3-STAR,SMALL
29,2544,2332,NEAR BAY,ADULT,5-STAR,OVER
36,1305,768,NEAR BAY,ADULT,5-STAR,MEDIUM
36,1755,913,NEAR BAY,ADULT,5-STAR,MEDIUM
35,2843,1726,NEAR BAY,ADULT,5-STAR,OVER
25,2538,1185,NEAR BAY,YOUNG,5-STAR,OVER
28,1784,735,NEAR BAY,ADULT,5-STAR,MEDIUM
31,1797,796,NEAR BAY,ADULT,5-STAR,MEDIUM
36,410,252,NEAR BAY,ADULT,3-STAR,SMALL
26,162,86,NEAR BAY,ADULT,3-STAR,SMALL
18,9963,5613,NEAR BAY,YOUNG,7-STAR,OVER
35,2361,1727,NEAR BAY,ADULT,5-STAR,OVER
19,862,407,NEAR BAY,YOUNG,3-STAR,SMALL
18,4335,2041,NEAR BAY,YOUNG,7-STAR,OVER
31,1487,854,NEAR BAY,ADULT,5-STAR,MEDIUM
8,3592,1907,NEAR BAY,YOUNG,7-STAR,OVER
40,432,264,NEAR BAY,ADULT,3-STAR,SMALL
34,1457,735,NEAR BAY,ADULT,5-STAR,MEDIUM
32,1578,836,NEAR BAY,ADULT,5-STAR,MEDIUM
29,2172,1377,NEAR BAY,ADULT,5-STAR,OVER
36,1340,789,NEAR BAY,ADULT,5-STAR,MEDIUM
36,1116,662,NEAR BAY,ADULT,5-STAR,MEDIUM
36,1885,853,NEAR BAY,ADULT,5-STAR,MEDIUM
36,1180,664,NEAR BAY,ADULT,5-STAR,MEDIUM
30,5267,4065,NEAR BAY,ADULT,7-STAR,OVER
23,1897,1109,NEAR BAY,YOUNG,5-STAR,OVER
31,767,548,NEAR BAY,ADULT,3-STAR,SMALL
33,691,431,NEAR BAY,ADULT,3-STAR,SMALL
36,786,463,NEAR BAY,ADULT,3-STAR,SMALL
22,5861,5436,NEAR BAY,YOUNG,7-STAR,OVER
27,2784,2028,NEAR BAY,ADULT,5-STAR,OVER
25,4524,2426,NEAR BAY,YOUNG,7-STAR,OVER
37,1468,1038,NEAR BAY,ADULT,5-STAR,OVER
20,1655,857,NEAR BAY,YOUNG,5-STAR,MEDIUM
33,1227,848,NEAR BAY,ADULT,5-STAR,MEDIUM
33,1160,729,NEAR BAY,ADULT,5-STAR,MEDIUM
33,952,369,NEAR BAY,ADULT,3-STAR,SMALL
35,2072,1001,NEAR BAY,ADULT,5-STAR,OVER
32,2964,1472,NEAR BAY,ADULT,5-STAR,OVER
35,1032,453,NEAR BAY,ADULT,5-STAR,SMALL
35,657,328,NEAR BAY,ADULT,3-STAR,SMALL
32,1540,793,NEAR BAY,ADULT,5-STAR,MEDIUM
35,1298,632,NEAR BAY,ADULT,5-STAR,MEDIUM
36,1409,1002,NEAR BAY,ADULT,5-STAR,OVER
37,1383,808,NEAR BAY,ADULT,5-STAR,MEDIUM
36,1151,727,NEAR BAY,ADULT,5-STAR,MEDIUM
35,899,455,NEAR BAY,ADULT,3-STAR,SMALL
37,1793,1534,NEAR BAY,ADULT,5-STAR,OVER
17,2485,1139,NEAR BAY,YOUNG,5-STAR,OVER
35,1931,1175,NEAR BAY,ADULT,5-STAR,OVER
24,2329,1401,NEAR BAY,YOUNG,5-STAR,OVER
12,6711,3388,NEAR BAY,YOUNG,7-STAR,OVER
23,1939,841,NEAR BAY,YOUNG,5-STAR,MEDIUM
16,1642,705,NEAR BAY,YOUNG,5-STAR,MEDIUM
34,1619,1148,NEAR BAY,ADULT,5-STAR,OVER
35,517,391,NEAR BAY,ADULT,3-STAR,SMALL
36,1570,992,NEAR BAY,ADULT,5-STAR,MEDIUM
35,1213,790,NEAR BAY,ADULT,5-STAR,MEDIUM
27,1826,1016,NEAR BAY,ADULT,5-STAR,OVER
26,2261,1039,NEAR BAY,ADULT,5-STAR,OVER
9,3666,2341,<1H OCEAN,YOUNG,7-STAR,OVER
36,1633,1382,NEAR BAY,ADULT,5-STAR,OVER
31,2155,1858,NEAR BAY,ADULT,5-STAR,OVER
32,1295,1156,NEAR BAY,ADULT,5-STAR,OVER
32,1295,1097,NEAR BAY,ADULT,5-STAR,OVER
33,1518,831,NEAR BAY,ADULT,5-STAR,MEDIUM
17,3314,1873,NEAR BAY,YOUNG,7-STAR,OVER
22,3009,1640,NEAR BAY,YOUNG,7-STAR,OVER
6,2605,1568,NEAR BAY,YOUNG,5-STAR,OVER
17,5159,3174,NEAR BAY,YOUNG,7-STAR,OVER
18,1726,1186,NEAR BAY,YOUNG,5-STAR,OVER
16,1816,1367,NEAR BAY,YOUNG,5-STAR,OVER
13,2578,1680,NEAR BAY,YOUNG,5-STAR,OVER
15,2576,1657,NEAR BAY,YOUNG,5-STAR,OVER
16,1644,1033,NEAR BAY,YOUNG,5-STAR,OVER
16,1606,1117,NEAR BAY,YOUNG,5-STAR,OVER
16,3349,2003,NEAR BAY,YOUNG,7-STAR,OVER
15,3475,2568,NEAR BAY,YOUNG,7-STAR,OVER
16,1893,1461,NEAR BAY,YOUNG,5-STAR,OVER
14,1727,1116,NEAR BAY,YOUNG,5-STAR,OVER
15,6243,3163,NEAR BAY,YOUNG,7-STAR,OVER
24,2077,1488,NEAR BAY,YOUNG,5-STAR,OVER
18,1165,855,NEAR BAY,YOUNG,5-STAR,MEDIUM
16,4371,2530,NEAR BAY,YOUNG,7-STAR,OVER
2,838,240,NEAR BAY,YOUNG,3-STAR,SMALL
15,3052,2097,NEAR BAY,YOUNG,7-STAR,OVER
17,4313,2629,NEAR BAY,YOUNG,7-STAR,OVER
36,385,295,NEAR BAY,ADULT,3-STAR,SMALL
10,3046,2056,NEAR BAY,YOUNG,7-STAR,OVER
21,4342,2172,<1H OCEAN,YOUNG,7-STAR,OVER
15,3575,1777,<1H OCEAN,YOUNG,7-STAR,OVER
20,4126,2079,<1H OCEAN,YOUNG,7-STAR,OVER
31,2878,1276,<1H OCEAN,ADULT,5-STAR,OVER
6,4405,2071,<1H OCEAN,YOUNG,7-STAR,OVER
14,16199,8117,NEAR BAY,YOUNG,7-STAR,OVER
14,14917,8012,NEAR BAY,YOUNG,7-STAR,OVER
12,5719,3436,NEAR BAY,YOUNG,7-STAR,OVER
8,8647,5019,NEAR BAY,YOUNG,7-STAR,OVER
15,8112,4576,NEAR BAY,YOUNG,7-STAR,OVER
7,10648,6075,NEAR BAY,YOUNG,7-STAR,OVER
5,1150,648,<1H OCEAN,YOUNG,5-STAR,MEDIUM
3,14014,7205,NEAR BAY,YOUNG,7-STAR,OVER
23,4332,2461,NEAR BAY,YOUNG,7-STAR,OVER
35,1716,914,NEAR BAY,ADULT,5-STAR,MEDIUM
31,4981,2841,NEAR BAY,ADULT,7-STAR,OVER
24,8444,4446,NEAR BAY,YOUNG,7-STAR,OVER
6,3028,1531,NEAR BAY,YOUNG,7-STAR,OVER
26,2068,1434,NEAR BAY,ADULT,5-STAR,OVER
33,1325,909,NEAR BAY,ADULT,5-STAR,MEDIUM
24,2563,1174,NEAR BAY,YOUNG,5-STAR,OVER
18,5505,2641,<1H OCEAN,YOUNG,7-STAR,OVER
20,6462,3288,<1H OCEAN,YOUNG,7-STAR,OVER
4,3746,1606,<1H OCEAN,YOUNG,7-STAR,OVER
13,8918,4518,<1H OCEAN,YOUNG,7-STAR,OVER
31,1949,986,<1H OCEAN,ADULT,5-STAR,MEDIUM
17,4924,3080,<1H OCEAN,YOUNG,7-STAR,OVER
17,5133,3386,<1H OCEAN,YOUNG,7-STAR,OVER
16,6647,4649,<1H OCEAN,YOUNG,7-STAR,OVER
15,5674,2412,<1H OCEAN,YOUNG,7-STAR,OVER
21,10687,4552,<1H OCEAN,YOUNG,7-STAR,OVER
25,1354,596,<1H OCEAN,YOUNG,5-STAR,SMALL
